NAME,WORKBOOK NAME,SUBSCRIPTION,RESOURCE GROUP,LOCATION,LINKED TO,GALLERY,LAST MODIFIED,
"391690b4-45ec-4076-9af6-303d91956b77 (Security Alerts - mysentinelworkspace)","Security Alerts - mysentinelworkspace","Azure for Students","mysentinel","East US","","Microsoft Sentinel","12/5/2023, 12:05:19 PM"
